image_path,label,code,date,future_return
data\images\train\hk.00005\2021-02-03.png,1,hk.00005,2021-02-03,0.03022974607013301
data\images\train\hk.00005\2021-02-04.png,1,hk.00005,2021-02-04,0.036585365853658534
data\images\train\hk.00005\2021-02-05.png,1,hk.00005,2021-02-05,0.0971223021582733
data\images\train\hk.00005\2021-02-08.png,1,hk.00005,2021-02-08,0.11366384522370002
data\images\train\hk.00005\2021-02-09.png,1,hk.00005,2021-02-09,0.11270983213429246
data\images\train\hk.00005\2021-02-10.png,1,hk.00005,2021-02-10,0.06924882629107972
data\images\train\hk.00005\2021-02-11.png,1,hk.00005,2021-02-11,0.09411764705882353
data\images\train\hk.00005\2021-02-16.png,1,hk.00005,2021-02-16,0.020765027322404435
data\images\train\hk.00005\2021-02-17.png,0,hk.00005,2021-02-17,0.001085776330076097
data\images\train\hk.00005\2021-02-18.png,1,hk.00005,2021-02-18,0.026939655172413795
data\images\train\hk.00005\2021-02-19.png,1,hk.00005,2021-02-19,0.038419319429198684
data\images\train\hk.00005\2021-02-22.png,0,hk.00005,2021-02-22,-0.008602150537634377
data\images\train\hk.00005\2021-02-23.png,0,hk.00005,2021-02-23,-0.0353319057815847
data\images\train\hk.00005\2021-02-24.png,0,hk.00005,2021-02-24,0.0032537960954446546
data\images\train\hk.00005\2021-02-25.png,0,hk.00005,2021-02-25,-0.023084994753410314
data\images\train\hk.00005\2021-02-26.png,0,hk.00005,2021-02-26,-0.025369978858350864
data\images\train\hk.00005\2021-03-01.png,1,hk.00005,2021-03-01,0.03579175704989151
data\images\train\hk.00005\2021-03-02.png,1,hk.00005,2021-03-02,0.08213096559378476
data\images\train\hk.00005\2021-03-03.png,1,hk.00005,2021-03-03,0.032432432432432434
data\images\train\hk.00005\2021-03-04.png,0,hk.00005,2021-03-04,0.007518796992481234
data\images\train\hk.00005\2021-03-05.png,0,hk.00005,2021-03-05,-0.0075921908893709636
data\images\train\hk.00005\2021-03-08.png,0,hk.00005,2021-03-08,-0.02617801047120419
data\images\train\hk.00005\2021-03-09.png,0,hk.00005,2021-03-09,-0.06051282051282057
data\images\train\hk.00005\2021-03-10.png,0,hk.00005,2021-03-10,-0.041884816753926704
data\images\train\hk.00005\2021-03-11.png,0,hk.00005,2021-03-11,-0.0021321961620469386
data\images\train\hk.00005\2021-03-12.png,1,hk.00005,2021-03-12,0.022950819672131084
data\images\train\hk.00005\2021-03-15.png,0,hk.00005,2021-03-15,-0.010752688172043012
data\images\train\hk.00005\2021-03-16.png,0,hk.00005,2021-03-16,-0.009825327510916937
data\images\train\hk.00005\2021-03-17.png,0,hk.00005,2021-03-17,-0.030601092896174832
data\images\train\hk.00005\2021-03-18.png,0,hk.00005,2021-03-18,-0.043803418803418745
data\images\train\hk.00005\2021-03-19.png,0,hk.00005,2021-03-19,-0.04166666666666658
data\images\train\hk.00005\2021-03-22.png,0,hk.00005,2021-03-22,-0.019565217391304318
data\images\train\hk.00005\2021-03-23.png,0,hk.00005,2021-03-23,0.002205071664829138
data\images\train\hk.00005\2021-03-24.png,1,hk.00005,2021-03-24,0.0259301014656144
data\images\train\hk.00005\2021-03-25.png,0,hk.00005,2021-03-25,0.01340782122905031
data\images\train\hk.00005\2021-03-26.png,1,hk.00005,2021-03-26,0.02341137123745813
data\images\train\hk.00005\2021-03-29.png,1,hk.00005,2021-03-29,0.038802660753880266
data\images\train\hk.00005\2021-03-30.png,1,hk.00005,2021-03-30,0.024202420242024077
data\images\train\hk.00005\2021-03-31.png,0,hk.00005,2021-03-31,0.006593406593406531
data\images\train\hk.00005\2021-04-01.png,0,hk.00005,2021-04-01,0.014332965821389163
data\images\train\hk.00005\2021-04-07.png,0,hk.00005,2021-04-07,0.0054466230936819175
data\images\train\hk.00005\2021-04-08.png,0,hk.00005,2021-04-08,-0.025613660618996857
data\images\train\hk.00005\2021-04-09.png,0,hk.00005,2021-04-09,-0.029001074113855947
data\images\train\hk.00005\2021-04-12.png,0,hk.00005,2021-04-12,0.004366812227074298
data\images\train\hk.00005\2021-04-13.png,0,hk.00005,2021-04-13,0.0021739130434782917
data\images\train\hk.00005\2021-04-14.png,0,hk.00005,2021-04-14,-0.020585048754062748
data\images\train\hk.00005\2021-04-15.png,0,hk.00005,2021-04-15,-0.017524644030668064
data\images\train\hk.00005\2021-04-16.png,0,hk.00005,2021-04-16,-0.008849557522124019
data\images\train\hk.00005\2021-04-19.png,0,hk.00005,2021-04-19,-0.019565217391304318
data\images\train\hk.00005\2021-04-20.png,0,hk.00005,2021-04-20,-0.0021691973969631545
data\images\train\hk.00005\2021-04-21.png,1,hk.00005,2021-04-21,0.0497787610619469
data\images\train\hk.00005\2021-04-22.png,1,hk.00005,2021-04-22,0.07692307692307683
data\images\train\hk.00005\2021-04-23.png,1,hk.00005,2021-04-23,0.09040178571428581
data\images\train\hk.00005\2021-04-26.png,1,hk.00005,2021-04-26,0.04878048780487795
data\images\train\hk.00005\2021-04-27.png,1,hk.00005,2021-04-27,0.046739130434782575
data\images\train\hk.00005\2021-04-28.png,1,hk.00005,2021-04-28,0.02002107481559527
data\images\train\hk.00005\2021-04-29.png,0,hk.00005,2021-04-29,0.01759834368530024
data\images\train\hk.00005\2021-04-30.png,0,hk.00005,2021-04-30,0.005117707267144319
data\images\train\hk.00005\2021-05-03.png,1,hk.00005,2021-05-03,0.03911205073995775
data\images\train\hk.00005\2021-05-04.png,0,hk.00005,2021-05-04,0.00415368639667711
data\images\train\hk.00005\2021-05-05.png,0,hk.00005,2021-05-05,-0.009297520661156937
data\images\train\hk.00005\2021-05-06.png,0,hk.00005,2021-05-06,-0.027466937945066154
data\images\train\hk.00005\2021-05-07.png,0,hk.00005,2021-05-07,-0.007128309572301455
data\images\train\hk.00005\2021-05-10.png,0,hk.00005,2021-05-10,-0.012207527975584973
data\images\train\hk.00005\2021-05-11.png,0,hk.00005,2021-05-11,0.017580144777662905
data\images\train\hk.00005\2021-05-12.png,0,hk.00005,2021-05-12,0.010427528675703858
data\images\train\hk.00005\2021-05-13.png,0,hk.00005,2021-05-13,0.015690376569037656
data\images\train\hk.00005\2021-05-14.png,0,hk.00005,2021-05-14,0.003076923076923048
data\images\train\hk.00005\2021-05-17.png,0,hk.00005,2021-05-17,0.013388259526261704
data\images\train\hk.00005\2021-05-18.png,0,hk.00005,2021-05-18,-0.002032520325203281
data\images\train\hk.00005\2021-05-20.png,0,hk.00005,2021-05-20,0.010319917440660475
data\images\train\hk.00005\2021-05-21.png,1,hk.00005,2021-05-21,0.046343975283213185
data\images\train\hk.00005\2021-05-24.png,0,hk.00005,2021-05-24,0.00817995910020447
data\images\train\hk.00005\2021-05-25.png,0,hk.00005,2021-05-25,0.011178861788617827
data\images\train\hk.00005\2021-05-26.png,0,hk.00005,2021-05-26,0.0010183299389001457
data\images\train\hk.00005\2021-05-27.png,0,hk.00005,2021-05-27,-0.0030643513789582366
data\images\train\hk.00005\2021-05-28.png,0,hk.00005,2021-05-28,-0.04429133858267717
data\images\train\hk.00005\2021-05-31.png,0,hk.00005,2021-05-31,-0.01217038539553741
data\images\train\hk.00005\2021-06-01.png,0,hk.00005,2021-06-01,-0.01708542713567842
data\images\train\hk.00005\2021-06-02.png,0,hk.00005,2021-06-02,-0.015259409969481181
data\images\train\hk.00005\2021-06-03.png,0,hk.00005,2021-06-03,-0.023565573770491774
data\images\train\hk.00005\2021-06-04.png,0,hk.00005,2021-06-04,-0.019567456230689922
data\images\train\hk.00005\2021-06-07.png,0,hk.00005,2021-06-07,-0.027720739219712555
data\images\train\hk.00005\2021-06-08.png,0,hk.00005,2021-06-08,-0.01635991820040894
data\images\train\hk.00005\2021-06-09.png,0,hk.00005,2021-06-09,-0.0020661157024793684
data\images\train\hk.00005\2021-06-10.png,0,hk.00005,2021-06-10,-0.00944386149003139
data\images\train\hk.00005\2021-06-11.png,0,hk.00005,2021-06-11,-0.04306722689075639
data\images\train\hk.00005\2021-06-15.png,0,hk.00005,2021-06-15,-0.03379091869060193
data\images\train\hk.00005\2021-06-16.png,0,hk.00005,2021-06-16,-0.042619542619542705
data\images\train\hk.00005\2021-06-17.png,0,hk.00005,2021-06-17,-0.049689440993788796
data\images\train\hk.00005\2021-06-18.png,0,hk.00005,2021-06-18,-0.02330508474576274
data\images\train\hk.00005\2021-06-21.png,0,hk.00005,2021-06-21,0.007683863885839768
data\images\train\hk.00005\2021-06-22.png,0,hk.00005,2021-06-22,-0.01092896174863388
data\images\train\hk.00005\2021-06-23.png,0,hk.00005,2021-06-23,-0.02605863192182401
data\images\train\hk.00005\2021-06-24.png,0,hk.00005,2021-06-24,-0.022875816993463992
data\images\train\hk.00005\2021-06-25.png,0,hk.00005,2021-06-25,-0.020607375271149735
data\images\train\hk.00005\2021-06-28.png,0,hk.00005,2021-06-28,-0.014161220043572955
data\images\train\hk.00005\2021-06-29.png,0,hk.00005,2021-06-29,-0.01436464088397787
data\images\train\hk.00005\2021-06-30.png,0,hk.00005,2021-06-30,-0.020066889632106993
data\images\train\hk.00005\2021-07-02.png,0,hk.00005,2021-07-02,-0.028985507246376906
data\images\train\hk.00005\2021-07-05.png,0,hk.00005,2021-07-05,-0.027685492801771874
data\images\train\hk.00005\2021-07-06.png,0,hk.00005,2021-07-06,-0.004419889502762494
data\images\train\hk.00005\2021-07-07.png,0,hk.00005,2021-07-07,-0.005605381165919282
data\images\train\hk.00005\2021-07-08.png,0,hk.00005,2021-07-08,0.00455062571103517
data\images\train\hk.00005\2021-07-09.png,0,hk.00005,2021-07-09,0.004592422502870329
data\images\train\hk.00005\2021-07-12.png,0,hk.00005,2021-07-12,-0.026195899772209534
data\images\train\hk.00005\2021-07-13.png,0,hk.00005,2021-07-13,-0.06659267480577137
data\images\train\hk.00005\2021-07-14.png,0,hk.00005,2021-07-14,-0.04509582863585118
data\images\train\hk.00005\2021-07-15.png,0,hk.00005,2021-07-15,-0.01925254813137036
data\images\train\hk.00005\2021-07-16.png,0,hk.00005,2021-07-16,-0.01828571428571422
data\images\train\hk.00005\2021-07-19.png,0,hk.00005,2021-07-19,-0.009356725146198798
data\images\train\hk.00005\2021-07-20.png,1,hk.00005,2021-07-20,0.024970273483947786
data\images\train\hk.00005\2021-07-21.png,0,hk.00005,2021-07-21,0.00944510035419123
data\images\train\hk.00005\2021-07-22.png,0,hk.00005,2021-07-22,-0.009237875288683571
data\images\train\hk.00005\2021-07-23.png,0,hk.00005,2021-07-23,0.002328288707799635
data\images\train\hk.00005\2021-07-26.png,1,hk.00005,2021-07-26,0.025974025974026007
data\images\train\hk.00005\2021-07-27.png,0,hk.00005,2021-07-27,-0.004640371229698442
data\images\train\hk.00005\2021-07-28.png,0,hk.00005,2021-07-28,0.009356725146198798
data\images\train\hk.00005\2021-07-29.png,0,hk.00005,2021-07-29,0.009324009324009291
data\images\train\hk.00005\2021-07-30.png,0,hk.00005,2021-07-30,0.0034843205574914215
data\images\train\hk.00005\2021-08-02.png,0,hk.00005,2021-08-02,0.008055235903337038
data\images\train\hk.00005\2021-08-03.png,1,hk.00005,2021-08-03,0.020979020979020945
data\images\train\hk.00005\2021-08-04.png,1,hk.00005,2021-08-04,0.02085747392815756
data\images\train\hk.00005\2021-08-05.png,1,hk.00005,2021-08-05,0.023094688221709007
data\images\train\hk.00005\2021-08-06.png,1,hk.00005,2021-08-06,0.023148148148148147
data\images\train\hk.00005\2021-08-09.png,0,hk.00005,2021-08-09,0.012557077625570874
data\images\train\hk.00005\2021-08-10.png,0,hk.00005,2021-08-10,0.0011415525114156226
data\images\train\hk.00005\2021-08-11.png,0,hk.00005,2021-08-11,-0.014755959137343896
data\images\train\hk.00005\2021-08-12.png,0,hk.00005,2021-08-12,-0.04401805869074483
data\images\train\hk.00005\2021-08-13.png,0,hk.00005,2021-08-13,-0.04864253393665171
data\images\train\hk.00005\2021-08-16.png,0,hk.00005,2021-08-16,-0.04396843291995497
data\images\train\hk.00005\2021-08-17.png,0,hk.00005,2021-08-17,-0.04789053591790197
data\images\train\hk.00005\2021-08-18.png,0,hk.00005,2021-08-18,-0.032258064516129004
data\images\train\hk.00005\2021-08-19.png,0,hk.00005,2021-08-19,-0.004722550177095698
data\images\train\hk.00005\2021-08-20.png,0,hk.00005,2021-08-20,-0.0011890606420926792
data\images\train\hk.00005\2021-08-23.png,0,hk.00005,2021-08-23,-0.01768867924528302
data\images\train\hk.00005\2021-08-24.png,0,hk.00005,2021-08-24,-0.007185628742514902
data\images\train\hk.00005\2021-08-25.png,0,hk.00005,2021-08-25,-0.00476190476190483
data\images\train\hk.00005\2021-08-26.png,0,hk.00005,2021-08-26,-0.018979833926453075
data\images\train\hk.00005\2021-08-27.png,0,hk.00005,2021-08-27,-0.013095238095238028
data\images\train\hk.00005\2021-08-30.png,0,hk.00005,2021-08-30,-0.006002400960384154
data\images\train\hk.00005\2021-08-31.png,0,hk.00005,2021-08-31,-0.01085645355850429
data\images\train\hk.00005\2021-09-01.png,0,hk.00005,2021-09-01,-0.03229665071770321
data\images\train\hk.00005\2021-09-02.png,0,hk.00005,2021-09-02,-0.022974607013301156
data\images\train\hk.00005\2021-09-03.png,0,hk.00005,2021-09-03,-0.013268998793727484
data\images\train\hk.00005\2021-09-06.png,0,hk.00005,2021-09-06,-0.01690821256038637
data\images\train\hk.00005\2021-09-07.png,0,hk.00005,2021-09-07,-0.01951219512195115
data\images\train\hk.00005\2021-09-08.png,0,hk.00005,2021-09-08,-0.008652657601977785
data\images\train\hk.00005\2021-09-09.png,0,hk.00005,2021-09-09,-0.009900990099009866
data\images\train\hk.00005\2021-09-10.png,0,hk.00005,2021-09-10,-0.015892420537897276
data\images\train\hk.00005\2021-09-13.png,0,hk.00005,2021-09-13,-0.04176904176904184
data\images\train\hk.00005\2021-09-14.png,0,hk.00005,2021-09-14,-0.03482587064676631
data\images\train\hk.00005\2021-09-15.png,0,hk.00005,2021-09-15,-0.00872817955112223
data\images\train\hk.00005\2021-09-16.png,0,hk.00005,2021-09-16,-0.007499999999999929
data\images\train\hk.00005\2021-09-17.png,0,hk.00005,2021-09-17,0.0012422360248446499
data\images\train\hk.00005\2021-09-20.png,1,hk.00005,2021-09-20,0.047435897435897476
data\images\train\hk.00005\2021-09-21.png,1,hk.00005,2021-09-21,0.0631443298969073
data\images\train\hk.00005\2021-09-23.png,1,hk.00005,2021-09-23,0.030188679245283092
data\images\train\hk.00005\2021-09-24.png,1,hk.00005,2021-09-24,0.020151133501259372
data\images\train\hk.00005\2021-09-27.png,0,hk.00005,2021-09-27,0.01985111662531028
data\images\train\hk.00005\2021-09-28.png,1,hk.00005,2021-09-28,0.03916768665850676
data\images\train\hk.00005\2021-09-29.png,1,hk.00005,2021-09-29,0.048484848484848485
data\images\train\hk.00005\2021-09-30.png,1,hk.00005,2021-09-30,0.07081807081807077
data\images\train\hk.00005\2021-10-04.png,1,hk.00005,2021-10-04,0.1111111111111111
data\images\train\hk.00005\2021-10-05.png,1,hk.00005,2021-10-05,0.0936739659367397
data\images\train\hk.00005\2021-10-06.png,1,hk.00005,2021-10-06,0.08480565371024722
data\images\train\hk.00005\2021-10-07.png,1,hk.00005,2021-10-07,0.0682080924855492
data\images\train\hk.00005\2021-10-08.png,1,hk.00005,2021-10-08,0.052451539338654436
data\images\train\hk.00005\2021-10-11.png,1,hk.00005,2021-10-11,0.03000000000000003
data\images\train\hk.00005\2021-10-12.png,1,hk.00005,2021-10-12,0.03448275862068959
data\images\train\hk.00005\2021-10-15.png,0,hk.00005,2021-10-15,0.0097719869706841
data\images\train\hk.00005\2021-10-18.png,0,hk.00005,2021-10-18,0.010822510822510822
data\images\train\hk.00005\2021-10-19.png,1,hk.00005,2021-10-19,0.02925243770314196
data\images\train\hk.00005\2021-10-20.png,1,hk.00005,2021-10-20,0.032362459546925564
data\images\train\hk.00005\2021-10-21.png,0,hk.00005,2021-10-21,0.010752688172043012
data\images\train\hk.00005\2021-10-22.png,0,hk.00005,2021-10-22,0.013978494623655883
data\images\train\hk.00005\2021-10-25.png,0,hk.00005,2021-10-25,0.0053533190578158455
data\images\train\hk.00005\2021-10-26.png,0,hk.00005,2021-10-26,-0.009473684210526375
data\images\train\hk.00005\2021-10-27.png,0,hk.00005,2021-10-27,-0.02089864158829676
data\images\train\hk.00005\2021-10-28.png,0,hk.00005,2021-10-28,0.0031914893617020976
data\images\train\hk.00005\2021-10-29.png,0,hk.00005,2021-10-29,-0.036055143160127166
data\images\train\hk.00005\2021-11-01.png,0,hk.00005,2021-11-01,-0.02662406815761448
data\images\train\hk.00005\2021-11-02.png,0,hk.00005,2021-11-02,-0.031880977683315624
data\images\train\hk.00005\2021-11-03.png,0,hk.00005,2021-11-03,-0.033084311632870955
data\images\train\hk.00005\2021-11-04.png,0,hk.00005,2021-11-04,-0.036055143160127166
data\images\train\hk.00005\2021-11-05.png,0,hk.00005,2021-11-05,-0.0033003300330034253
data\images\train\hk.00005\2021-11-08.png,0,hk.00005,2021-11-08,-0.010940919037199124
data\images\train\hk.00005\2021-11-09.png,0,hk.00005,2021-11-09,0.005488474204171241
data\images\train\hk.00005\2021-11-10.png,0,hk.00005,2021-11-10,0.015452538631346642
data\images\train\hk.00005\2021-11-11.png,0,hk.00005,2021-11-11,0.013201320132013075
data\images\train\hk.00005\2021-11-12.png,0,hk.00005,2021-11-12,0.016556291390728478
data\images\train\hk.00005\2021-11-15.png,0,hk.00005,2021-11-15,0.007743362831858281
data\images\train\hk.00005\2021-11-16.png,0,hk.00005,2021-11-16,-0.006550218340611292
data\images\train\hk.00005\2021-11-17.png,0,hk.00005,2021-11-17,0.0021739130434782917
data\images\train\hk.00005\2021-11-18.png,0,hk.00005,2021-11-18,0.0021715526601520396
data\images\train\hk.00005\2021-11-19.png,0,hk.00005,2021-11-19,-0.03691639522258406
data\images\train\hk.00005\2021-11-22.png,0,hk.00005,2021-11-22,-0.039517014270032874
data\images\train\hk.00005\2021-11-23.png,0,hk.00005,2021-11-23,-0.056043956043955984
data\images\train\hk.00005\2021-11-24.png,0,hk.00005,2021-11-24,-0.05639913232104125
data\images\train\hk.00005\2021-11-25.png,0,hk.00005,2021-11-25,-0.04658721560130008
data\images\train\hk.00005\2021-11-26.png,0,hk.00005,2021-11-26,0.011273957158962795
data\images\train\hk.00005\2021-11-29.png,1,hk.00005,2021-11-29,0.025142857142857175
data\images\train\hk.00005\2021-11-30.png,1,hk.00005,2021-11-30,0.0628637951105936
data\images\train\hk.00005\2021-12-01.png,1,hk.00005,2021-12-01,0.04597701149425287
data\images\train\hk.00005\2021-12-02.png,1,hk.00005,2021-12-02,0.029545454545454482
data\images\train\hk.00005\2021-12-03.png,0,hk.00005,2021-12-03,0.007803790412486096
data\images\train\hk.00005\2021-12-06.png,0,hk.00005,2021-12-06,0.005574136008918617
data\images\train\hk.00005\2021-12-07.png,0,hk.00005,2021-12-07,-0.025191675794085402
data\images\train\hk.00005\2021-12-08.png,0,hk.00005,2021-12-08,-0.012087912087912026
data\images\train\hk.00005\2021-12-09.png,0,hk.00005,2021-12-09,-0.003311258278145664
data\images\train\hk.00005\2021-12-10.png,1,hk.00005,2021-12-10,0.026548672566371584
data\images\train\hk.00005\2021-12-13.png,0,hk.00005,2021-12-13,0.008869179600886887
data\images\train\hk.00005\2021-12-14.png,1,hk.00005,2021-12-14,0.021348314606741636
data\images\train\hk.00005\2021-12-15.png,0,hk.00005,2021-12-15,0.01668520578420467
data\images\train\hk.00005\2021-12-16.png,1,hk.00005,2021-12-16,0.02325581395348847
data\images\train\hk.00005\2021-12-17.png,0,hk.00005,2021-12-17,0.0010775862068966436
data\images\train\hk.00005\2021-12-20.png,1,hk.00005,2021-12-20,0.024175824175824208
data\images\train\hk.00005\2021-12-21.png,1,hk.00005,2021-12-21,0.03080308030803077
data\images\train\hk.00005\2021-12-22.png,1,hk.00005,2021-12-22,0.026258205689277805
data\images\train\hk.00005\2021-12-23.png,0,hk.00005,2021-12-23,0.015151515151515058
data\images\train\hk.00005\2021-12-24.png,0,hk.00005,2021-12-24,0.008611410118406859
data\images\train\hk.00005\2021-12-28.png,1,hk.00005,2021-12-28,0.025751072961373297
data\images\train\hk.00005\2021-12-29.png,1,hk.00005,2021-12-29,0.049092849519743804
data\images\train\hk.00005\2021-12-30.png,1,hk.00005,2021-12-30,0.04477611940298511
data\images\train\hk.00005\2021-12-31.png,1,hk.00005,2021-12-31,0.06823027718550113
data\images\train\hk.00005\2022-01-03.png,1,hk.00005,2022-01-03,0.10352187833511209
data\images\train\hk.00005\2022-01-04.png,1,hk.00005,2022-01-04,0.0868200836820085
data\images\train\hk.00005\2022-01-05.png,1,hk.00005,2022-01-05,0.0732451678535097
data\images\train\hk.00005\2022-01-06.png,1,hk.00005,2022-01-06,0.09489795918367344
data\images\train\hk.00005\2022-01-07.png,1,hk.00005,2022-01-07,0.08882235528942108
data\images\train\hk.00005\2022-01-10.png,1,hk.00005,2022-01-10,0.06382978723404249
data\images\train\hk.00005\2022-01-11.png,1,hk.00005,2022-01-11,0.05004812319538006
data\images\train\hk.00005\2022-01-12.png,1,hk.00005,2022-01-12,0.03696682464454982
data\images\train\hk.00005\2022-01-13.png,0,hk.00005,2022-01-13,0.013979496738117428
data\images\train\hk.00005\2022-01-14.png,0,hk.00005,2022-01-14,-0.02383134738771764
data\images\train\hk.00005\2022-01-17.png,0,hk.00005,2022-01-17,-0.030909090909090962
data\images\train\hk.00005\2022-01-18.png,0,hk.00005,2022-01-18,-0.0403299725022914
data\images\train\hk.00005\2022-01-19.png,0,hk.00005,2022-01-19,-0.01462522851919569
data\images\train\hk.00005\2022-01-20.png,0,hk.00005,2022-01-20,0.004595588235294118
data\images\train\hk.00005\2022-01-21.png,1,hk.00005,2022-01-21,0.04413145539906106
data\images\train\hk.00005\2022-01-24.png,1,hk.00005,2022-01-24,0.03470919324577864
data\images\train\hk.00005\2022-01-25.png,1,hk.00005,2022-01-25,0.1060171919770773
data\images\train\hk.00005\2022-01-26.png,1,hk.00005,2022-01-26,0.07421150278293136
data\images\train\hk.00005\2022-01-27.png,1,hk.00005,2022-01-27,0.07593778591033849
data\images\train\hk.00005\2022-01-28.png,1,hk.00005,2022-01-28,0.06654676258992798
data\images\train\hk.00005\2022-01-31.png,1,hk.00005,2022-01-31,0.06527651858567546
data\images\train\hk.00005\2022-02-04.png,0,hk.00005,2022-02-04,0.01899827288428327
data\images\train\hk.00005\2022-02-07.png,0,hk.00005,2022-02-07,0.01899827288428327
data\images\train\hk.00005\2022-02-08.png,0,hk.00005,2022-02-08,-0.013605442176870701
data\images\train\hk.00005\2022-02-09.png,0,hk.00005,2022-02-09,-0.0134907251264755
data\images\train\hk.00005\2022-02-10.png,0,hk.00005,2022-02-10,-0.01276595744680851
data\images\train\hk.00005\2022-02-11.png,0,hk.00005,2022-02-11,-0.01694915254237288
data\images\train\hk.00005\2022-02-14.png,0,hk.00005,2022-02-14,-0.007627118644067845
data\images\train\hk.00005\2022-02-15.png,0,hk.00005,2022-02-15,-0.026724137931034432
data\images\train\hk.00005\2022-02-16.png,0,hk.00005,2022-02-16,-0.006837606837606813
data\images\train\hk.00005\2022-02-17.png,0,hk.00005,2022-02-17,-0.03189655172413795
data\images\train\hk.00005\2022-02-18.png,0,hk.00005,2022-02-18,-0.05603448275862069
data\images\train\hk.00005\2022-02-21.png,0,hk.00005,2022-02-21,-0.07600341588385988
data\images\train\hk.00005\2022-02-22.png,0,hk.00005,2022-02-22,-0.04340124003542963
data\images\train\hk.00005\2022-02-23.png,0,hk.00005,2022-02-23,-0.11876075731497415
data\images\train\hk.00005\2022-02-24.png,0,hk.00005,2022-02-24,-0.05075690115761356
data\images\train\hk.00005\2022-02-25.png,0,hk.00005,2022-02-25,-0.0593607305936073
data\images\train\hk.00005\2022-02-28.png,0,hk.00005,2022-02-28,-0.1155268022181146
data\images\train\hk.00005\2022-03-01.png,0,hk.00005,2022-03-01,-0.1111111111111111
data\images\train\hk.00005\2022-03-02.png,0,hk.00005,2022-03-02,-0.038085937500000056
data\images\train\hk.00005\2022-03-03.png,0,hk.00005,2022-03-03,-0.07786116322701686
data\images\train\hk.00005\2022-03-04.png,0,hk.00005,2022-03-04,-0.05145631067961162
data\images\train\hk.00005\2022-03-07.png,1,hk.00005,2022-03-07,0.03657262277951933
data\images\train\hk.00005\2022-03-08.png,1,hk.00005,2022-03-08,0.02500000000000006
data\images\train\hk.00005\2022-03-09.png,0,hk.00005,2022-03-09,-0.0010152284263958815
data\images\train\hk.00005\2022-03-10.png,1,hk.00005,2022-03-10,0.04170905391658198
data\images\train\hk.00005\2022-03-11.png,1,hk.00005,2022-03-11,0.052200614124872
data\images\train\hk.00005\2022-03-14.png,1,hk.00005,2022-03-14,0.035282258064516125
data\images\train\hk.00005\2022-03-15.png,1,hk.00005,2022-03-15,0.06402439024390241
data\images\train\hk.00005\2022-03-16.png,1,hk.00005,2022-03-16,0.08028455284552836
data\images\train\hk.00005\2022-03-17.png,1,hk.00005,2022-03-17,0.029296875
data\images\train\hk.00005\2022-03-18.png,1,hk.00005,2022-03-18,0.027237354085603085
data\images\train\hk.00005\2022-03-21.png,1,hk.00005,2022-03-21,0.04673807205452772
data\images\train\hk.00005\2022-03-22.png,1,hk.00005,2022-03-22,0.021967526265520506
data\images\train\hk.00005\2022-03-23.png,0,hk.00005,2022-03-23,0.015051740357478914
data\images\train\hk.00005\2022-03-24.png,1,hk.00005,2022-03-24,0.028462998102466792
data\images\train\hk.00005\2022-03-25.png,1,hk.00005,2022-03-25,0.029356060606060688
data\images\train\hk.00005\2022-03-28.png,0,hk.00005,2022-03-28,0.0055813953488371565
data\images\train\hk.00005\2022-03-29.png,0,hk.00005,2022-03-29,0.003738317757009399
data\images\train\hk.00005\2022-03-30.png,0,hk.00005,2022-03-30,-0.009267840593141797
data\images\train\hk.00005\2022-03-31.png,0,hk.00005,2022-03-31,-0.004612546125461255
data\images\train\hk.00005\2022-04-01.png,0,hk.00005,2022-04-01,-0.005519779208831725
data\images\train\hk.00005\2022-04-04.png,0,hk.00005,2022-04-04,-0.012950971322849135
data\images\train\hk.00005\2022-04-06.png,0,hk.00005,2022-04-06,-0.007448789571694705
data\images\train\hk.00005\2022-04-07.png,0,hk.00005,2022-04-07,-0.0037418147801684346
data\images\train\hk.00005\2022-04-08.png,0,hk.00005,2022-04-08,-0.009267840593141797
data\images\train\hk.00005\2022-04-11.png,0,hk.00005,2022-04-11,-0.0018501387604069254
data\images\train\hk.00005\2022-04-12.png,1,hk.00005,2022-04-12,0.030927835051546365
data\images\train\hk.00005\2022-04-13.png,0,hk.00005,2022-04-13,0.01594746716697939
data\images\train\hk.00005\2022-04-14.png,0,hk.00005,2022-04-14,-0.03004694835680754
data\images\train\hk.00005\2022-04-19.png,0,hk.00005,2022-04-19,-0.07390084190832559
data\images\train\hk.00005\2022-04-20.png,0,hk.00005,2022-04-20,-0.10843373493975905
data\images\train\hk.00005\2022-04-21.png,0,hk.00005,2022-04-21,-0.11181818181818179
data\images\train\hk.00005\2022-04-22.png,0,hk.00005,2022-04-22,-0.10341643582640815
data\images\train\hk.00005\2022-04-25.png,0,hk.00005,2022-04-25,-0.035818005808325296
data\images\train\hk.00005\2022-04-26.png,1,hk.00005,2022-04-26,0.025252525252525252
data\images\train\hk.00005\2022-04-27.png,1,hk.00005,2022-04-27,0.04885654885654889
data\images\train\hk.00005\2022-04-28.png,0,hk.00005,2022-04-28,0.0030706243602865624
data\images\train\hk.00005\2022-04-29.png,0,hk.00005,2022-04-29,-0.0020597322348093576
data\images\train\hk.00005\2022-05-03.png,0,hk.00005,2022-05-03,-0.02811244979919676
data\images\train\hk.00005\2022-05-04.png,0,hk.00005,2022-05-04,-0.07881773399014778
data\images\train\hk.00005\2022-05-05.png,0,hk.00005,2022-05-05,-0.05351833498513385
